timestamp,estimator.rtApnd,estimator.rtRej
1975946,2799.74853515625,0.0
1976046,2799.74853515625,0.0
1976146,2799.74853515625,0.0
1976246,2799.74853515625,0.0
1976348,2799.74853515625,0.0
1976448,2799.74853515625,0.0
1976546,2799.74853515625,0.0
1976648,2799.74853515625,0.0
1976746,2799.74853515625,0.0
1976846,2799.74853515625,0.0
1976946,2799.74853515625,0.0
1977046,2868.181640625,0.0
1977148,2868.181640625,0.0
1977248,2868.181640625,0.0
1977346,2868.181640625,0.0
1977446,2868.181640625,0.0
1977546,2868.181640625,0.0
1977646,2868.181640625,0.0
1977746,2868.181640625,0.0
1977846,2868.181640625,0.0
1977946,2868.181640625,0.0
1978046,2868.181640625,0.0
1978146,2910.0,0.0
1978246,2910.0,0.0
1978346,2910.0,0.0
1978446,2910.0,0.0
1978546,2910.0,0.0
1978646,2910.0,0.0
1978746,2910.0,0.0
1978846,2910.0,0.0
1978946,2910.0,0.0
1979046,2910.0,0.0
1979146,2910.0,0.0
1979246,2943.63623046875,0.0
1979346,2943.63623046875,0.0
1979446,2943.63623046875,0.0
1979546,2943.63623046875,0.0
1979646,2943.63623046875,0.0
1979746,2943.63623046875,0.0
1979846,2943.63623046875,0.0
1979946,2943.63623046875,0.0
1980046,2943.63623046875,0.0
1980146,2943.63623046875,0.0
1980246,2943.63623046875,0.0
1980346,2898.181640625,0.0
1980446,2898.181640625,0.0
1980546,2898.181640625,0.0
1980646,2898.181640625,0.0
1980746,2898.181640625,0.0
1980846,2898.181640625,0.0
1980946,2898.181640625,0.0
1981048,2898.181640625,0.0
1981148,2898.181640625,0.0
1981248,2898.181640625,0.0
1981348,3070.8583984375,0.0
1981446,3070.8583984375,0.0
1981546,3070.8583984375,0.0
1981646,3070.8583984375,0.0
1981746,3070.8583984375,0.0
1981846,3070.8583984375,0.0
1981947,3070.8583984375,0.0
1982046,3070.8583984375,0.0
1982146,3070.8583984375,0.0
1982246,3070.8583984375,0.0
1982346,3070.8583984375,0.0
1982446,2859.744873046875,0.0
1982546,2859.744873046875,0.0
1982646,2859.744873046875,0.0
1982746,2859.744873046875,0.0
1982848,2859.744873046875,0.0
1982948,2859.744873046875,0.0
1983047,2859.744873046875,0.0
1983147,2859.744873046875,0.0
1983247,2859.744873046875,0.0
1983347,2859.744873046875,0.0
1983447,2854.145751953125,0.0
1983547,2854.145751953125,0.0
1983647,2854.145751953125,0.0
1983746,2854.145751953125,0.0
1983846,2854.145751953125,0.0
1983946,2854.145751953125,0.0
1984046,2854.145751953125,0.0
1984146,2854.145751953125,0.0
1984246,2854.145751953125,0.0
1984346,2854.145751953125,0.0
1984446,2854.145751953125,0.0
1984546,2816.196533203125,0.0
1984646,2816.196533203125,0.0
1984746,2816.196533203125,0.0
1984846,2816.196533203125,0.0
1984946,2816.196533203125,0.0
1985046,2816.196533203125,0.0
1985146,2816.196533203125,0.0
1985246,2816.196533203125,0.0
1985346,2816.196533203125,0.0
1985446,2816.196533203125,0.0
1985546,2816.196533203125,0.0
1985646,2356.363525390625,0.0
1985746,2356.363525390625,0.0
1985846,2356.363525390625,0.0
1985946,2356.363525390625,0.0
1986046,2356.363525390625,0.0
1986146,2356.363525390625,0.0
1986246,2356.363525390625,0.0
1986346,2356.363525390625,0.0
1986446,2356.363525390625,0.0
1986546,2356.363525390625,0.0
1986646,2356.363525390625,0.0
1986746,2575.45458984375,0.0
1986846,2575.45458984375,0.0
1986946,2575.45458984375,0.0
1987046,2575.45458984375,0.0
1987146,2575.45458984375,0.0
1987246,2575.45458984375,0.0
1987346,2575.45458984375,0.0
1987446,2575.45458984375,0.0
1987546,2575.45458984375,0.0
1987646,2575.45458984375,0.0
1987746,2575.45458984375,0.0
1987846,2474.54541015625,0.0
1987946,2474.54541015625,0.0
1988046,2474.54541015625,0.0
1988146,2474.54541015625,0.0
1988246,2474.54541015625,0.0
1988346,2474.54541015625,0.0
1988446,2474.54541015625,0.0
1988546,2474.54541015625,0.0
1988646,2474.54541015625,0.0
1988746,2474.54541015625,0.0
1988846,2474.54541015625,0.0
1988949,2616.500244140625,0.0
1989048,2616.500244140625,0.0
1989148,2616.500244140625,0.0
1989248,2616.500244140625,0.0
1989347,2616.500244140625,0.0
1989447,2616.500244140625,0.0
1989547,2616.500244140625,0.0
1989647,2616.500244140625,0.0
1989746,2616.500244140625,0.0
1989847,2616.500244140625,0.0
1989946,2616.500244140625,0.0
1990046,2671.832275390625,0.0
1990146,2671.832275390625,0.0
1990246,2671.832275390625,0.0
1990346,2671.832275390625,0.0
1990446,2671.832275390625,0.0
1990546,2671.832275390625,0.0
1990646,2671.832275390625,0.0
1990746,2671.832275390625,0.0
1990846,2671.832275390625,0.0
1990946,2671.832275390625,0.0
1991046,2671.832275390625,0.0
1991146,3025.45458984375,0.0
1991246,3025.45458984375,0.0
1991346,3025.45458984375,0.0
1991446,3025.45458984375,0.0
1991546,3025.45458984375,0.0
1991646,3025.45458984375,0.0
1991746,3025.45458984375,0.0
1991846,3025.45458984375,0.0
1991946,3025.45458984375,0.0
1992046,3025.45458984375,0.0
1992146,3025.45458984375,0.0
1992246,2867.272705078125,0.0
1992346,2867.272705078125,0.0
1992446,2867.272705078125,0.0
1992546,2867.272705078125,0.0
1992646,2867.272705078125,0.0
1992746,2867.272705078125,0.0
1992846,2867.272705078125,0.0
1992946,2867.272705078125,0.0
1993046,2867.272705078125,0.0
1993146,2867.272705078125,0.0
1993246,2867.272705078125,0.0
1993346,2901.818115234375,0.0
1993446,2901.818115234375,0.0
1993546,2901.818115234375,0.0
1993646,2901.818115234375,0.0
1993746,2901.818115234375,0.0
1993846,2901.818115234375,0.0
1993946,2901.818115234375,0.0
1994046,2901.818115234375,0.0
1994146,2901.818115234375,0.0
1994246,2901.818115234375,0.0
1994346,2901.818115234375,0.0
1994446,2643.63623046875,0.0
1994546,2643.63623046875,0.0
1994646,2643.63623046875,0.0
1994746,2643.63623046875,0.0
1994846,2643.63623046875,0.0
1994946,2643.63623046875,0.0
1995046,2643.63623046875,0.0
1995146,2643.63623046875,0.0
1995246,2643.63623046875,0.0
1995346,2643.63623046875,0.0
1995446,2643.63623046875,0.0
1995546,2874.54541015625,0.0
1995646,2874.54541015625,0.0
1995746,2874.54541015625,0.0
1995846,2874.54541015625,0.0
1995946,2874.54541015625,0.0
1996046,2874.54541015625,0.0
1996146,2874.54541015625,0.0
1996246,2874.54541015625,0.0
1996346,2874.54541015625,0.0
1996446,2874.54541015625,0.0
1996546,2874.54541015625,0.0
1996646,2789.0908203125,0.0
1996746,2789.0908203125,0.0
1996846,2789.0908203125,0.0
1996946,2789.0908203125,0.0
1997046,2789.0908203125,0.0
1997146,2789.0908203125,0.0
1997246,2789.0908203125,0.0
1997346,2789.0908203125,0.0
1997446,2789.0908203125,0.0
1997546,2789.0908203125,0.0
