timestamp,ctrlMel.i_err_y,ctrlMel.i_err_z
111568,0.0,0.0
111668,0.0,0.0
111768,0.0,0.0
111868,0.0,0.0
111968,0.0,0.0
112068,0.0,0.0
112168,0.0,0.0
112268,0.0,0.0
112368,0.0,0.0
112468,0.0,0.0
112568,0.0,0.0
112668,0.0,0.0
112768,0.0,0.0
112868,0.0,0.0
112968,0.0,0.0
113068,0.0,0.0
113168,0.0,0.0
113268,0.0,0.0
113368,0.0,0.0
113468,0.0,0.0
113568,0.0,0.0
113668,0.0,0.0
113768,0.0,0.0
113870,0.0,0.0
113970,0.0,0.0
114070,0.0,0.0
114170,0.0,0.0
114269,0.0,0.0
114369,0.0,0.0
114469,0.0,0.0
114568,0.0,0.0
114668,0.0,0.0
114768,0.0,0.0
114868,0.0,0.0
114968,0.0,0.0
115068,0.0,0.0
115168,0.0,0.0
115268,0.0,0.0
115368,0.0,0.0
115468,0.0,0.0
115568,0.0,0.0
115668,0.0,0.0
115768,0.0,0.0
115868,0.0,0.0
115968,0.0,0.0
116068,0.0,0.0
116168,0.0,0.0
116268,0.0,0.0
116368,0.0,0.0
116468,0.0,0.0
116568,0.0,0.0
116668,0.0,0.0
116768,0.0,0.0
116868,0.0,0.0
116968,0.0,0.0
117068,0.0,0.0
117168,0.0,0.0
117268,0.0,0.0
117368,0.0,0.0
117468,0.0,0.0
117568,0.0,0.0
117668,0.0,0.0
117768,0.0,0.0
117868,0.0,0.0
117968,0.0,0.0
118068,0.0,0.0
118168,0.0,0.0
118268,0.0,0.0
118368,0.0,0.0
118468,0.0,0.0
118568,0.0,0.0
118668,0.0,0.0
118768,0.0,0.0
118868,0.0,0.0
118968,0.0,0.0
119068,0.0,0.0
119168,0.0,0.0
119268,0.0,0.0
119368,0.0,0.0
119468,0.0,0.0
119568,0.0,0.0
119668,0.0,0.0
119768,0.0,0.0
119868,0.0,0.0
119968,0.0,0.0
120068,0.0,0.0
120168,0.0,0.0
120268,0.0,0.0
120368,0.0,0.0
120468,0.0,0.0
120568,0.0,0.0
120668,0.0,0.0
120768,0.0,0.0
120868,0.0,0.0
120968,0.0,0.0
121068,0.0,0.0
121168,0.0,0.0
121268,0.0,0.0
121368,0.0,0.0
121470,0.0,0.0
121569,0.0,0.0
121669,0.0,0.0
121768,0.0,0.0
121868,0.0,0.0
121968,0.0,0.0
122068,0.0,0.0
122168,0.0,0.0
122268,0.0,0.0
122368,0.0,0.0
122468,0.0,0.0
122568,0.0,0.0
122668,0.0,0.0
122768,0.0,0.0
122868,0.0,0.0
122968,0.0,0.0
123068,0.0,0.0
123168,0.0,0.0
123268,0.0,0.0
123368,0.0,0.0
123468,0.0,0.0
123568,0.0,0.0
123668,0.0,0.0
123768,0.0,0.0
123868,0.0,0.0
123968,0.0,0.0
124068,0.0,0.0
124168,0.0,0.0
124268,0.0,0.0
124368,0.0,0.0
124468,0.0,0.0
124568,0.0,0.0
124668,0.0,0.0
124768,0.0,0.0
124868,0.0,0.0
124968,0.0,0.0
125068,0.0,0.0
125168,0.0,0.0
125268,0.0,0.0
125368,0.0,0.0
125468,0.0,0.0
125568,0.0,0.0
125668,0.0,0.0
125768,0.0,0.0
125868,0.0,0.0
125968,0.0,0.0
126068,0.0,0.0
126168,0.0,0.0
126268,0.0,0.0
126368,0.0,0.0
126468,0.0,0.0
126570,0.0,0.0
126668,0.0,0.0
126768,0.0,0.0
126868,0.0,0.0
126968,0.0,0.0
127070,0.0,0.0
127168,0.0,0.0
127268,0.0,0.0
127368,0.0,0.0
127468,0.0,0.0
127568,0.0,0.0
127668,0.0,0.0
127768,0.0,0.0
127868,0.0,0.0
127968,0.0,0.0
128068,0.0,0.0
128168,0.0,0.0
128271,0.0,0.0
128368,0.0,0.0
128468,0.0,0.0
128568,0.0,0.0
128668,0.0,0.0
128768,0.0,0.0
128868,0.0,0.0
128968,0.0,0.0
129068,0.0,0.0
129168,0.0,0.0
129268,0.0,0.0
129368,0.0,0.0
129468,0.0,0.0
129568,0.0,0.0
129668,0.0,0.0
129768,0.0,0.0
129868,0.0,0.0
129968,0.0,0.0
130068,0.0,0.0
130168,0.0,0.0
130268,0.0,0.0
130368,0.0,0.0
130468,0.0,0.0
130568,0.0,0.0
130668,0.0,0.0
130768,0.0,0.0
130868,0.0,0.0
130968,0.0,0.0
131070,0.0,0.0
131170,0.0,0.0
131269,0.0,0.0
131369,0.0,0.0
131469,0.0,0.0
131569,0.0,0.0
131669,0.0,0.0
131769,0.0,0.0
131868,0.0,0.0
131968,0.0,0.0
132068,0.0,0.0
132168,0.0,0.0
132268,0.0,0.0
132368,0.0,0.0
132468,0.0,0.0
132568,0.0,0.0
132668,0.0,0.0
132768,0.0,0.0
132868,0.0,0.0
132968,0.0,0.0
133068,0.0,0.0
133170,0.0,0.0
