timestamp,outlierf.accLev,outlierf.errD
183288,0.0,0.0
183388,0.0,0.0
183488,0.0,0.0
183588,0.0,0.0
183688,0.0,0.0
183788,0.0,0.0
183888,0.0,0.0
183988,0.0,0.0
184088,0.0,0.0
184188,0.0,0.0
184288,0.0,0.0
184388,0.0,0.0
184488,0.0,0.0
184588,0.0,0.0
184688,0.0,0.0
184788,0.0,0.0
184888,0.0,0.0
184988,0.0,0.0
185088,0.0,0.0
185188,0.0,0.0
185288,0.0,0.0
185388,0.0,0.0
185488,0.0,0.0
185588,0.0,0.0
185688,0.0,0.0
185788,0.0,0.0
185888,0.0,0.0
185988,0.0,0.0
186088,0.0,0.0
186188,0.0,0.0
186288,0.0,0.0
186388,0.0,0.0
186488,0.0,0.0
186588,0.0,0.0
186688,0.0,0.0
186788,0.0,0.0
186888,0.0,0.0
186988,0.0,0.0
187088,0.0,0.0
187188,0.0,0.0
187288,0.0,0.0
187388,0.0,0.0
187488,0.0,0.0
187588,0.0,0.0
187688,0.0,0.0
187788,0.0,0.0
187888,0.0,0.0
187988,0.0,0.0
188088,0.0,0.0
188188,0.0,0.0
188288,0.0,0.0
188388,0.0,0.0
188488,0.0,0.0
188588,0.0,0.0
188688,0.0,0.0
188788,0.0,0.0
188888,0.0,0.0
188988,0.0,0.0
189088,0.0,0.0
189190,0.0,0.0
189288,0.0,0.0
189390,0.0,0.0
189490,0.0,0.0
189588,0.0,0.0
189688,0.0,0.0
189788,0.0,0.0
189888,0.0,0.0
189988,0.0,0.0
190088,0.0,0.0
190188,0.0,0.0
190288,0.0,0.0
190388,0.0,0.0
190488,0.0,0.0
190588,0.0,0.0
190688,0.0,0.0
190788,0.0,0.0
190888,0.0,0.0
190988,0.0,0.0
191088,0.0,0.0
191188,0.0,0.0
191288,0.0,0.0
191388,0.0,0.0
191488,0.0,0.0
191588,0.0,0.0
191688,0.0,0.0
191788,0.0,0.0
191888,0.0,0.0
191988,0.0,0.0
192088,0.0,0.0
192188,0.0,0.0
192288,0.0,0.0
192388,0.0,0.0
192488,0.0,0.0
192588,0.0,0.0
192688,0.0,0.0
192788,0.0,0.0
192888,0.0,0.0
192988,0.0,0.0
193088,0.0,0.0
193188,0.0,0.0
193288,0.0,0.0
193388,0.0,0.0
193488,0.0,0.0
193588,0.0,0.0
193688,0.0,0.0
193788,0.0,0.0
193888,0.0,0.0
193988,0.0,0.0
194088,0.0,0.0
194188,0.0,0.0
194288,0.0,0.0
194388,0.0,0.0
194488,0.0,0.0
194588,0.0,0.0
194688,0.0,0.0
194788,0.0,0.0
194888,0.0,0.0
194988,0.0,0.0
195088,0.0,0.0
195188,0.0,0.0
195288,0.0,0.0
195388,0.0,0.0
195488,0.0,0.0
195588,0.0,0.0
195688,0.0,0.0
195788,0.0,0.0
195888,0.0,0.0
195988,0.0,0.0
196088,0.0,0.0
196188,0.0,0.0
196288,0.0,0.0
196388,0.0,0.0
196488,0.0,0.0
196588,0.0,0.0
196688,0.0,0.0
196788,0.0,0.0
196888,0.0,0.0
196988,0.0,0.0
197088,0.0,0.0
197188,0.0,0.0
197288,0.0,0.0
197388,0.0,0.0
197488,0.0,0.0
197591,0.0,0.0
197690,0.0,0.0
197788,0.0,0.0
197890,0.0,0.0
197990,0.0,0.0
198089,0.0,0.0
198190,0.0,0.0
198289,0.0,0.0
198388,0.0,0.0
198488,0.0,0.0
198588,0.0,0.0
198688,0.0,0.0
198788,0.0,0.0
198888,0.0,0.0
198988,0.0,0.0
199088,0.0,0.0
199188,0.0,0.0
199288,0.0,0.0
199388,0.0,0.0
199488,0.0,0.0
199588,0.0,0.0
199688,0.0,0.0
199788,0.0,0.0
199888,0.0,0.0
199988,0.0,0.0
200088,0.0,0.0
200188,0.0,0.0
200288,0.0,0.0
200388,0.0,0.0
200488,0.0,0.0
200588,0.0,0.0
200688,0.0,0.0
200788,0.0,0.0
200888,0.0,0.0
200988,0.0,0.0
201088,0.0,0.0
201188,0.0,0.0
201288,0.0,0.0
201388,0.0,0.0
201488,0.0,0.0
201588,0.0,0.0
201688,0.0,0.0
201788,0.0,0.0
201888,0.0,0.0
201988,0.0,0.0
202088,0.0,0.0
202188,0.0,0.0
202288,0.0,0.0
202388,0.0,0.0
202488,0.0,0.0
202588,0.0,0.0
202688,0.0,0.0
202788,0.0,0.0
202888,0.0,0.0
202988,0.0,0.0
203088,0.0,0.0
203188,0.0,0.0
203288,0.0,0.0
203388,0.0,0.0
203488,0.0,0.0
203588,0.0,0.0
203688,0.0,0.0
203788,0.0,0.0
203888,0.0,0.0
203988,0.0,0.0
204088,0.0,0.0
204188,0.0,0.0
204288,0.0,0.0
204388,0.0,0.0
204488,0.0,0.0
204588,0.0,0.0
204688,0.0,0.0
204788,0.0,0.0
204888,0.0,0.0
