timestamp,ranging.state
69484,0
69584,0
69684,0
69784,0
69884,0
69984,0
70084,0
70184,0
70284,0
70384,0
70484,0
70584,0
70684,0
70784,0
70884,0
70984,0
71084,0
71184,0
71284,0
71384,0
71484,0
71584,0
71684,0
71784,0
71884,0
71984,0
72084,0
72184,0
72284,0
72384,0
72484,0
72584,0
72684,0
72784,0
72884,0
72984,0
73084,0
73184,0
73284,0
73384,0
73484,0
73584,0
73684,0
73784,0
73884,0
73984,0
74084,0
74184,0
74284,0
74384,0
74484,0
74584,0
74684,0
74784,0
74884,0
74984,0
75084,0
75184,0
75286,0
75384,0
75486,0
75586,0
75685,0
75785,0
75885,0
75985,0
76084,0
76184,0
76285,0
76384,0
76484,0
76584,0
76684,0
76784,0
76884,0
76985,0
77084,0
77184,0
77284,0
77384,0
77484,0
77584,0
77684,0
77784,0
77884,0
77984,0
78084,0
78184,0
78284,0
78384,0
78484,0
78584,0
78684,0
78784,0
78884,0
78984,0
79084,0
79184,0
79284,0
79384,0
79484,0
79584,0
79684,0
79784,0
79884,0
79984,0
80084,0
80184,0
80284,0
80386,0
80486,0
80586,0
80686,0
80785,0
80886,0
80985,0
81084,0
81185,0
81285,0
81385,0
81485,0
81585,0
81685,0
81784,0
81885,0
81985,0
82085,0
82185,0
82284,0
82385,0
82485,0
82585,0
82686,0
82786,0
82884,0
82984,0
83085,0
83185,0
83284,0
83384,0
83485,0
83585,0
83685,0
83785,0
83885,0
83984,0
84084,0
84184,0
84285,0
84384,0
84484,0
84584,0
84684,0
84784,0
84884,0
84984,0
85084,0
85184,0
85284,0
85384,0
85484,0
85584,0
85684,0
85784,0
85884,0
85984,0
86084,0
86184,0
86284,0
86384,0
86484,0
86584,0
86684,0
86784,0
86884,0
86984,0
87084,0
87184,0
87284,0
87384,0
87484,0
87584,0
87684,0
87784,0
87884,0
87984,0
88084,0
88184,0
88284,0
88384,0
88484,0
88584,0
88684,0
88784,0
88884,0
88984,0
89084,0
89184,0
89284,0
89384,0
89484,0
89584,0
89684,0
89784,0
89884,0
89984,0
90084,0
90186,0
90286,0
90386,0
90486,0
90586,0
90686,0
90786,0
90886,0
90985,0
91086,0
